11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,24,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,11
11,19,19,19,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,10,10,11,10,10,13,11,10,10,15,10,11,11,11,11,11,11,11
11,10,21,10,29,10,10,10,14,10,10,10,10,14,10,11,11,11,11,11
11,10,10,10,11,10,10,10,11,29,16,11,11,11,10,11,11,11,11,11
11,11,29,11,11,11,12,11,11,10,10,11,11,11,29,11,11,11,11,11
11,11,30,11,11,11,10,31,10,10,10,10,11,11,31,11,11,11,11,11
11,11,31,11,11,11,11,11,10,10,17,10,11,11,27,11,11,11,11,11
11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,25,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
