11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11
11,11,11,10,10,10,10,10,27,10,10,10,10,10,10,10,10,11,11,11
11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11
11,11,11,10,21,10,10,10,10,10,10,10,26,10,10,24,10,11,11,11
11,11,11,10,10,10,10,11,11,28,11,11,11,11,11,11,11,11,11,11
11,11,11,10,10,10,10,11,10,10,10,11,10,10,10,10,10,11,11,11
11,11,11,10,10,10,10,11,10,25,10,11,10,10,10,10,10,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
