11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,12,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11
11,11,11,10,10,10,11,10,10,10,10,11,11,13,11,11,11,11,11,11
11,11,11,10,21,10,18,10,10,10,10,10,11,10,11,11,11,11,11,11
11,11,10,10,10,10,11,10,10,10,10,10,10,10,11,11,11,11,11,11
11,10,10,10,25,10,11,10,10,11,24,10,10,10,10,11,11,11,11,11
11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,20,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
