11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,11,25,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,11,14,11,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11
11,10,11,16,10,10,11,10,10,10,10,10,10,11,11,11,11,11,11,11
11,10,11,11,11,11,11,11,28,30,31,11,11,11,11,11,11,11,11,11
11,10,11,10,10,10,11,10,10,10,10,10,17,11,11,11,11,11,11,11
11,22,11,19,10,24,11,10,10,10,10,10,15,11,11,11,11,11,11,11
11,10,11,10,10,10,11,26,11,14,11,16,11,11,11,11,11,11,11,11
11,10,11,10,10,10,11,10,10,10,10,10,10,11,11,11,11,11,11,11
11,10,11,10,10,10,10,26,11,10,10,10,10,11,11,11,11,11,11,11
11,10,11,11,10,11,10,10,11,10,10,10,10,11,11,11,11,11,11,11
11,27,11,11,21,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
