25,25,25,10,25,10,25,10,25,25,25,10,25,10,25,10,25,10,25,10
10,25,10,10,25,10,25,10,25,10,25,10,25,25,25,10,25,10,25,10
10,25,10,10,25,25,25,10,25,25,25,10,25,25,25,10,25,25,10,10
10,25,10,10,25,10,25,10,25,10,25,10,25,10,25,10,25,10,25,10
10,25,10,10,25,10,25,10,25,10,25,10,25,10,25,10,25,10,25,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,25,10,25,10,25,25,25,10,25,10,25,10,25,10,10,10,10,10,10
10,25,10,25,10,25,10,25,10,25,10,25,10,25,10,10,10,10,10,10
10,10,25,10,10,25,10,25,10,25,10,25,10,25,10,10,10,10,10,10
10,10,25,10,10,25,10,25,10,25,10,25,10,10,10,10,10,10,10,10
10,10,25,10,10,25,25,25,10,25,25,25,10,25,10,10,10,10,10,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,10,10,10,10,10,10,10,21,10,10,10,10,10,10,10,10,10,24,11
11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
